Fragment_ID;CauPcPcMo_1;CauPcPcMo_2;CauPcPcMo_3;CauPcPcMo_4;CauPcPcPc_1;CauPcPcPc_2;CauPcPcPc_3;CauPcPcPc_4;CauPcPcPs_1;CauPcPcPs_3;control_d1_1;control_d1_2;control_d1_3;control_d2_1;control_d2_2;control_d2_3;control_d3_1;control_d3_2;control_d3_3;control_d4_1;control_d4_2;control_d4_3;HcnPcPcMo_1;HcnPcPcMo_2;HcnPcPcMo_3;HcnPcPcMo4;HcnPcPcPc_1;HcnPcPcPc_2;HcnPcPcPc_3;HcnPcPcPc_4;HcnPcPcPs_1;HcnPcPcPs_2;HcnPcPcPs_3;HcnPcPcPs_4;MdiPcPcMo_1;MdiPcPcMo_2;MdiPcPcMo_3;MdiPcPcMo_4;MdiPcPcPc_1;MdiPcPcPc_2;MdiPcPcPc_3;MdiPcPcPc_4;MdiPcPcPs_1;MdiPcPcPs_2;MdiPcPcPs_3;MdiPcPcPs_4;PeyPcPcMo_1;PeyPcPcMo_2;PeyPcPcMo_3;PeyPcPcMo_4;PeyPcPcPc_1;PeyPcPcPc_2;PeyPcPcPc_3;PeyPcPcPc_4;PeyPcPcPs_1;PeyPcPcPs_2;PeyPcPcPs_3;PeyPcPcPs_4;PvePcPcMo_1;PvePcPcMo_2;PvePcPcMo_3;PvePcPcMo_4;PvePcPcPc_2;PvePcPcPc_3;PvePcPcPc_4;PvePcPcPc_5;PvePcPcPs_1;PvePcPcPs_2;PvePcPcPs_3;PvePcPcPs_4;SinPcPcMo_1;SinPcPcMo_2;SinPcPcMo_3;SinPcPcMo_4;SinPcPcPc_1;SinPcPcPc_2;SinPcPcPc_3;SinPcPcPc_4;SinPcPcPs_1;SinPcPcPs_2;SinPcPcPs_3;SinPcPcPs_4;XenPcPcMo_1;XenPcPcMo_2;XenPcPcMo_3;XenPcPcMo_4;XenPcPcPc_1;XenPcPcPc_2;XenPcPcPc_3;XenPcPcPc_4;XenPcPcPs_1;XenPcPcPs_2;XenPcPcPs_3;XenPcPcPs_4
Day;1;4;4;3;1;2;3;2;4;4;1;1;1;2;2;2;3;3;3;4;4;4;3;4;4;3;1;2;1;2;1;4;3;3;2;4;1;3;2;2;1;4;3;1;4;3;2;3;4;2;3;2;1;1;4;3;4;4;2;3;4;3;1;2;2;1;3;1;4;4;1;4;3;4;2;3;1;2;4;3;3;1;3;4;4;2;2;1;3;1;3;4;1;4
