Fragment_ID;Day;Sample_or_Control;429.1s : 205.143m/z;524.2s : 149.023m/z;524.2s : 223.096m/z;524.2s : 177.055m/z;542.6s : 241.086m/z;542.6s : 209.060m/z;586.1s : 214.162m/z;629.6s : 415.211m/z;689.3s : 291.195m/z;713.4s : 235.169m/z;750.8s : 161.096m/z;750.9s : 277.180m/z;773.8s : 301.141m/z;773.8s : 579.291m/z;773.9s : 279.159m/z;773.9s : 149.023m/z;773.9s : 205.086m/z;835.2s : 199.169m/z;908.9s : 229.216m/z;954.8s : 601.372m/z;954.8s : 657.434m/z;1003.5s : 297.278m/z;1005.0s : 257.247m/z;1005.0s : 239.237m/z;1014.4s : 284.294m/z;1045.4s : 225.257m/z;1057.6s : 363.274m/z;1057.7s : 345.263m/z;524.2s : 245.078m/z;603.8s : 249.133m/z;761.9s : 259.190m/z;761.9s : 185.117m/z;835.2s : 111.117m/z;1037.3s : 298.310m/z;954.7s : 674.461m/z;1004.9s : 395.220m/z;129.8s : 114.091m/z;860.0s : 377.326m/z;284.4s : 163.133m/z;718.2s : 249.185m/z;855.9s : 333.300m/z;567.7s : 113.060m/z;761.9s : 281.172m/z;936.6s : 475.296m/z;918.5s : 256.263m/z;37.7s : 141.959m/z;1050.6s : 756.524m/z;835.1s : 309.203m/z;429.1s : 227.125m/z;629.6s : 432.238m/z;942.1s : 282.279m/z;911.4s : 742.508m/z;542.6s : 263.068m/z;761.9s : 539.354m/z;571.8s : 327.008m/z;961.1s : 315.252m/z;773.8s : 223.096m/z;750.9s : 203.107m/z;773.6s : 873.409m/z;148.5s : 137.107m/z;773.7s : 889.381m/z;1017.5s : 283.263m/z;1024.8s : 310.310m/z;835.0s : 287.222m/z;569.6s : 323.146m/z;912.1s : 747.464m/z;586.0s : 173.136m/z;146.2s : 227.175m/z;284.6s : 430.243m/z;689.4s : 161.096m/z;689.4s : 203.107m/z;689.4s : 276.159m/z;716.6s : 309.206m/z;969.3s : 286.201m/z;1057.6s : 386.290m/z;906.1s : 321.173m/z;267.7s : 453.343m/z;1043.2s : 345.263m/z;689.4s : 197.081m/z;919.9s : 614.482m/z;922.3s : 526.430m/z;918.6s : 658.508m/z;917.2s : 702.534m/z;886.9s : 570.456m/z;1060.6s : 421.261m/z;857.9s : 540.424m/z;915.8s : 746.560m/z;886.1s : 614.483m/z;1057.2s : 501.247m/z;969.3s : 247.154m/z;914.4s : 790.586m/z;884.9s : 658.509m/z;887.6s : 526.430m/z;883.6s : 702.535m/z;918.7s : 641.482m/z;954.8s : 545.310m/z;1014.3s : 421.261m/z;689.5s : 309.206m/z;183.8s : 316.212m/z;882.4s : 746.561m/z;675.5s : 325.201m/z;924.0s : 568.455m/z;1057.7s : 725.539m/z;919.9s : 597.456m/z;921.1s : 553.430m/z;902.2s : 614.483m/z;917.3s : 685.508m/z;146.3s : 453.343m/z;887.9s : 482.404m/z;969.3s : 245.175m/z;901.2s : 658.509m/z;146.2s : 475.325m/z;538.9s : 373.185m/z;567.4s : 387.201m/z;567.4s : 404.227m/z;919.9s : 619.438m/z;903.2s : 570.457m/z;801.4s : 181.086m/z;801.4s : 107.049m/z;912.9s : 834.612m/z;917.2s : 707.488m/z;801.4s : 310.237m/z;923.1s : 482.404m/z;567.4s : 409.183m/z;586.9s : 423.198m/z;731.4s : 299.221m/z;587.0s : 418.243m/z;587.1s : 401.216m/z;688.2s : 147.065m/z;688.2s : 129.055m/z;887.0s : 509.404m/z;900.0s : 702.535m/z;918.6s : 663.464m/z;886.3s : 553.430m/z;881.3s : 790.587m/z;922.1s : 509.404m/z;921.2s : 575.412m/z;688.2s : 259.190m/z;264.3s : 245.138m/z;539.3s : 390.212m/z;885.8s : 597.456m/z;884.9s : 641.482m/z;922.9s : 465.378m/z;565.6s : 343.295m/z;795.9s : 445.279m/z;811.7s : 459.295m/z;688.4s : 281.172m/z;898.9s : 746.561m/z;916.0s : 729.534m/z;922.3s : 531.386m/z;485.4s : 158.154m/z;434.3s : 387.201m/z;796.0s : 467.261m/z;470.5s : 445.243m/z;294.9s : 259.154m/z;884.0s : 685.508m/z;915.8s : 751.516m/z;904.0s : 526.430m/z;923.1s : 487.360m/z;346.3s : 184.115m/z;961.0s : 337.234m/z;887.3s : 465.378m/z;796.1s : 462.305m/z;539.8s : 395.167m/z;448.1s : 431.227m/z;923.6s : 438.378m/z;233.2s : 172.133m/z;886.1s : 619.438m/z;495.3s : 387.201m/z;524.3s : 401.217m/z;1005.1s : 109.101m/z;923.5s : 443.334m/z;954.9s : 679.416m/z;921.3s : 570.456m/z;408.0s : 373.185m/z;801.4s : 149.060m/z;883.0s : 729.535m/z;888.3s : 438.378m/z;773.8s : 613.231m/z;904.5s : 482.404m/z;911.3s : 878.638m/z;887.0s : 575.412m/z;923.1s : 421.352m/z;602.4s : 341.196m/z;884.8s : 663.464m/z;284.4s : 107.070m/z;897.8s : 790.587m/z;689.5s : 332.222m/z;440.0s : 214.180m/z;887.4s : 421.352m/z;936.8s : 283.263m/z;731.7s : 339.214m/z;811.8s : 481.276m/z;880.3s : 834.613m/z;494.0s : 422.238m/z;954.9s : 639.424m/z;912.5s : 675.445m/z;888.6s : 443.334m/z;558.4s : 573.290m/z;902.2s : 597.456m/z;447.6s : 226.180m/z;961.2s : 213.148m/z;954.7s : 713.355m/z;855.3s : 355.282m/z;267.6s : 475.325m/z;888.0s : 487.360m/z;872.8s : 597.456m/z;886.3s : 377.326m/z;773.6s : 891.382m/z;447.6s : 244.191m/z;901.2s : 641.482m/z;773.8s : 890.384m/z;629.5s : 119.086m/z;629.4s : 846.440m/z;586.1s : 345.263m/z;753.5s : 247.154m/z;887.6s : 531.386m/z;487.9s : 459.258m/z;471.5s : 480.280m/z;500.9s : 228.196m/z;900.1s : 685.508m/z;883.3s : 707.490m/z;961.0s : 360.310m/z;45.1s : 132.102m/z;811.9s : 476.321m/z;666.0s : 371.326m/z;870.9s : 685.508m/z;523.9s : 499.105m/z;1057.7s : 517.391m/z;903.3s : 553.430m/z;761.9s : 129.055m/z;914.7s : 773.560m/z;796.1s : 187.097m/z;922.8s : 377.326m/z;491.2s : 179.143m/z;1057.6s : 251.127m/z;914.3s : 795.542m/z;621.4s : 288.289m/z;871.8s : 641.482m/z;881.9s : 773.560m/z;744.7s : 331.248m/z;731.6s : 317.232m/z;494.0s : 427.193m/z;471.7s : 485.235m/z;845.1s : 440.409m/z;872.2s : 658.509m/z;869.4s : 746.561m/z;912.0s : 861.612m/z;688.4s : 241.180m/z;789.6s : 285.170m/z;567.6s : 221.064m/z;288.1s : 201.112m/z;324.7s : 143.070m/z;522.0s : 436.253m/z;773.9s : 306.119m/z;869.7s : 729.534m/z;855.4s : 403.232m/z;731.6s : 655.438m/z;812.3s : 273.206m/z;493.9s : 405.212m/z;576.7s : 587.305m/z;842.4s : 358.368m/z;542.9s : 667.183m/z;806.4s : 284.331m/z;922.4s : 554.461m/z;923.3s : 510.435m/z;517.4s : 419.227m/z;812.2s : 161.081m/z;913.2s : 817.586m/z;910.1s : 438.378m/z;907.5s : 706.451m/z;540.6s : 400.145m/z;1079.8s : 747.464m/z;447.8s : 466.264m/z;64.6s : 141.959m/z;853.8s : 289.273m/z;750.7s : 221.117m/z;524.1s : 467.167m/z;750.7s : 186.567m/z;37.0s : 172.977m/z;57.6s : 158.961m/z;73.4s : 186.956m/z;271.7s : 159.065m/z;502.0s : 225.149m/z;750.8s : 233.190m/z;1045.1s : 155.179m/z;689.4s : 253.143m/z;284.4s : 185.115m/z;426.5s : 405.211m/z;872.0s : 438.378m/z;872.9s : 482.404m/z;872.9s : 526.430m/z;906.3s : 269.247m/z;712.6s : 304.300m/z;858.0s : 399.308m/z;909.3s : 211.205m/z;859.8s : 394.352m/z;961.2s : 651.478m/z;1068.0s : 574.310m/z;689.4s : 331.188m/z;229.6s : 432.280m/z;464.2s : 149.023m/z;229.6s : 415.254m/z;211.1s : 371.228m/z;563.1s : 194.117m/z;871.6s : 421.352m/z;872.7s : 443.334m/z;873.2s : 509.404m/z;452.3s : 419.227m/z;64.5s : 166.086m/z;872.8s : 553.430m/z;872.8s : 465.378m/z;549.4s : 329.174m/z;211.0s : 388.254m/z;246.0s : 459.280m/z;689.5s : 165.055m/z;604.0s : 267.144m/z;586.4s : 191.146m/z;1005.4s : 123.116m/z;896.8s : 834.613m/z;774.0s : 611.230m/z;1052.9s : 122.096m/z;882.1s : 751.516m/z;879.4s : 878.639m/z;1036.9s : 546.487m/z;422.1s : 179.070m/z;1064.0s : 312.325m/z;1070.4s : 765.476m/z;873.1s : 614.482m/z;233.2s : 155.107m/z;872.8s : 570.456m/z;1074.1s : 122.096m/z;867.6s : 790.587m/z;859.3s : 438.378m/z;1057.8s : 689.518m/z;408.3s : 329.174m/z;512.9s : 329.174m/z;290.9s : 360.216m/z
HcnPs_4;3;FALSE Sample;279453;337288;363564;1286050;391917;860477;426644;610929;2187116;451626;264993;237808;216131;234217;2063795;1087448;1528357;259655;124348;230573;248792;236214;468068;367512;102891;152917;354165;993623;177857;164736;616063;420876;169133;111062;189042;76434;95906;82526;123810;111245;64280;305281;183352;47532;77819;80675;30860;89542;133525;48476;0;37993;96293;72215;171057;625192;119168;131263;117667;0;293831;62519;0;0;85538;0;146459;2175667;130487;346587;354783;614171;220765;249517;105383;94465;810262;73698;89084;285072;320108;244340;196532;163027;58199;108035;153615;142403;41860;99284;101036;111662;178692;81433;139687;160640;53932;101983;100176;57736;95482;74547;232060;167434;177752;0;110055;220024;138038;80090;80288;0;263112;644731;173906;93911;106029;0;0;66610;67622;67914;236342;127042;153207;281048;180315;256656;92830;0;98935;62702;80900;92198;38393;179821;101613;0;0;64895;75205;61774;171087;107480;45513;0;0;46001;76474;102906;0;0;0;0;0;47266;49831;106373;115706;0;174571;101544;0;0;0;130175;72313;44771;0;0;0;110774;0;319432;0;0;30124;83507;35121;83733;44833;53670;128147;0;36493;0;31505;57580;0;86431;0;0;0;23099;0;0;0;70549;0;42274;0;182496;0;0;0;68579;52972;0;0;0;36103;0;0;0;0;0;56822;0;0;0;0;0;64983;0;0;112030;0;0;0;0;0;38994;0;89523;0;0;0;0;38796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42310;48114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81217;0;0;0;0;0;0;120557;49680;0;45403;125242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MdiMo_1;2;FALSE Sample;323140;418073;466279;1661083;456419;998152;590355;619577;2897235;478975;180432;149895;200362;215071;2052915;1066981;1531212;302070;152943;337329;376172;305624;605997;461976;91910;171292;503613;1469144;193811;225668;632038;431338;191694;127779;240726;69245;96879;71085;199536;132964;73431;396694;173919;53099;97071;0;29501;90930;147038;50557;159068;79096;95614;72246;154863;357925;119748;0;97316;107366;237430;78577;0;78601;176288;31218;214576;302166;163943;407481;411157;744201;231163;397393;152880;133023;134133;133735;91599;146837;114576;135032;119152;62838;94199;239833;99243;60260;39307;155013;82623;50325;57812;42292;58624;245715;85426;132041;142945;32639;165442;219511;480233;60726;55350;37764;52118;0;0;129064;35400;0;314618;903587;212810;42478;38517;162358;155923;58308;0;115573;71421;152115;201932;285426;249413;480573;273089;178236;0;31298;40927;0;0;50280;41007;216889;348000;66372;0;0;0;126199;96452;138341;143201;0;0;0;0;540929;66095;189034;366857;0;0;0;0;162861;121512;0;70566;0;66314;0;0;0;114960;236284;69577;0;76887;0;383164;114562;0;0;31257;0;39733;0;0;199156;0;0;0;72059;0;0;85125;0;53423;0;77691;109022;26666;0;0;0;0;102349;0;51838;0;0;0;0;0;0;0;0;0;0;202725;87440;0;0;0;0;0;0;0;0;53562;0;0;0;156289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82485;154239;0;166648;0;0;0;0;0;0;0;0;0;0;0;78440;0;0;0;0;0;0;0;0;0;0;0;61332;0;0;0;0;0;0;0;0;0;0;81477;0;125416;0;0;46246;81397;0;0;0;44793;0;89512;0;0;0;0;0;0;0;0;0;268449;0;0;0;0;0;0;0;85679;0;0;0;0;0;0;0;0;0;0;0;39767;0;0;0;0;40885;0;0;0;0
MdiMo_2;4;FALSE Sample;252185;302926;314733;1126260;366064;825232;470602;916747;2217462;336991;114965;86782;216761;215627;1651485;893594;1203572;262496;111219;359280;384482;209086;426214;349793;86329;152136;421578;1185600;172332;170727;451775;292948;176439;104031;260657;79589;72746;54985;162316;100519;57404;253266;154621;46914;0;102561;27278;93136;126348;65356;0;0;106630;0;174164;103012;0;0;101861;0;0;0;0;77565;77202;0;165519;2230881;149681;361118;341877;613525;233679;322789;138507;93482;885248;102715;83269;182932;190944;157977;125247;69563;92072;84158;90436;62340;48229;118791;58025;52426;72084;42474;71946;254363;66930;96876;136580;31745;153015;0;306722;79871;87233;46591;54433;219521;61553;104180;38684;0;149790;428226;135670;58410;47979;199324;195898;33887;43832;153178;141543;103392;133410;155311;141858;179752;154232;94739;36040;32600;53497;0;0;86313;62295;123584;0;0;0;0;80772;0;0;0;106932;0;35857;59380;70271;147930;0;0;0;0;0;49490;67314;99437;0;0;0;0;0;78980;0;0;66293;71292;0;71453;84365;205171;63349;142499;0;43152;36457;0;0;0;64135;217871;0;0;0;58618;0;0;0;0;0;0;0;110971;0;0;0;0;0;0;52516;0;0;0;0;0;240155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35648;0;0;0;0;0;0;0;0;0
MdiMo_4;3;FALSE Sample;246574;315140;323801;1203059;376314;848655;428618;774300;2179725;355410;207026;171558;207721;199964;1539682;884452;1173475;253431;124841;244602;259449;218616;453841;353329;99867;139223;382191;1062449;176842;170640;846373;631048;167648;108757;199427;77558;77701;66803;119344;108918;60240;271626;225822;40233;73502;77459;32079;89080;0;58316;0;48500;103769;94708;177925;471647;0;93456;89720;0;0;59076;0;80861;0;0;157449;2170387;118177;345089;343254;595798;191370;259365;112181;98798;909894;79982;87324;197225;172172;177142;144179;118655;62565;142098;114567;112665;40645;101706;86991;92299;112917;73627;85374;175321;52869;99445;97315;52419;89313;205545;253538;90818;90434;66924;69648;221312;82086;84895;59082;51584;138147;335867;112064;64400;68134;72596;68253;59398;51233;77132;116645;89927;91094;145038;0;0;131902;84021;57360;47275;58987;58962;39449;78625;61015;106113;0;0;54545;48767;64506;167628;0;0;92946;36428;53211;56013;0;199496;0;0;0;38243;38054;62243;51686;0;147753;55374;0;0;0;56222;0;34977;0;0;0;49913;0;0;0;0;25896;49486;31529;0;40066;37887;0;0;31002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132724;0;0;0;0;0;0;0;0;0;225887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72316;0;0;52025;0;0;0;0;0;0;0;100048;0;0;0;0;0;0;0;45553;0;0;0;0;0;48963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MdiPc_1;2;FALSE Sample;262408;256481;279038;1018834;361371;801698;420507;704955;2150069;371727;263563;245834;175870;166475;1262478;667577;936095;221918;128578;236850;264508;214765;501260;391895;95756;147642;318681;861448;147245;167591;445796;297361;139406;103384;186928;65064;77199;67636;156252;112768;62308;250182;139987;53191;98175;0;29957;72151;126233;55637;281137;63346;81664;0;0;104118;0;130217;0;94422;0;0;0;0;0;0;149728;286702;179457;331627;326310;566386;158314;216152;95234;94016;0;64378;79370;190970;140360;188310;170486;122546;45089;240849;141161;130258;34990;87157;110680;116827;95444;97571;88973;166187;56819;95846;140372;76889;0;213442;191752;88708;81073;87179;78811;0;62890;68893;79574;0;308821;777195;191416;65074;78047;0;0;83892;55743;0;83473;138796;160280;225056;197746;333026;212982;141452;53136;72475;60485;62394;57603;63206;57806;166856;336496;68371;67196;63298;50656;0;79748;95990;114204;59286;63836;41520;0;425266;58943;188037;308735;54486;46987;56295;0;0;0;45707;58500;0;80135;0;111336;40986;0;0;0;0;0;0;298703;0;40838;0;0;0;61771;41040;0;0;36842;0;43918;57021;90879;0;68929;0;0;37328;0;0;26321;0;39032;36263;0;0;0;0;0;0;0;0;0;0;34710;0;0;0;0;0;0;0;0;0;30878;31798;0;294187;0;0;0;0;0;0;0;36045;0;0;0;0;0;0;0;21900;0;0;0;0;0;0;0;83778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98439;0;56866;0;0;0;0;0;0;0;99933;0;0;0;0;0;0;0;0;35779;174449;204081;0;0;0;0;0;0;0;0;0;29172;0;26830;26661;0;0;0;0;0;0;0;0;0;0;42135;0;0;0;0
MdiPc_2;2;FALSE Sample;242969;267787;290665;1045562;346902;742176;333301;843035;1842976;365819;340793;326993;180033;192139;1786682;961428;1341697;226201;125833;246523;271775;225897;491228;373457;89938;133515;271898;740161;144289;139886;527337;357272;143333;111680;189856;68007;90306;72389;141034;138821;67528;248958;156610;56405;77796;71029;30232;72931;126139;58558;85003;87710;73176;0;199044;81948;0;161514;0;95028;0;0;0;0;0;34037;114118;3078636;175354;287580;278286;496603;161895;151614;81602;79109;1481309;56034;69002;124005;153227;98865;69019;69661;36526;263575;46612;58098;0;0;0;43277;78073;32215;0;174015;58637;82159;132962;0;69827;232427;143163;53261;63661;37097;0;347743;67337;0;0;68959;410435;1069491;227784;40090;42756;0;0;0;0;0;116208;159437;165822;377258;211923;435292;221587;143122;37555;0;0;30877;0;68966;46039;171077;329777;86372;0;0;67538;0;90982;120345;97631;0;0;46495;0;368828;63373;214240;322070;0;0;45755;53659;0;0;42322;66516;59137;172000;70870;73428;0;0;0;56741;56741;65172;152096;267785;0;0;0;0;36583;0;0;53771;0;0;0;0;0;0;0;84551;0;54507;0;0;0;29048;0;40126;0;0;0;37030;0;0;0;0;0;0;0;0;155734;67327;60061;0;0;0;0;0;0;0;0;0;125220;0;0;0;0;0;0;0;0;0;0;0;34224;0;97010;0;0;0;0;0;0;87763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83142;49162;56316;57648;0;0;47134;67990;0;0;111948;0;0;0;0;0;0;0;0;0;151091;80435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48781;0;0;0;0;0;0;0
MdiPc_3;1;FALSE Sample;251434;300727;319006;1140036;315540;686805;346883;460622;1785667;334565;279960;254748;184083;186246;1441847;747782;1073662;205421;117365;229452;246012;209460;431269;327878;154347;129483;263784;756323;157204;122208;484373;338001;136560;100354;146876;50402;148149;54798;269497;97248;56267;204520;158450;41840;136181;75762;0;75223;125933;0;258647;81040;0;0;148077;0;0;122421;0;89952;0;0;0;0;0;40864;122751;3840588;246393;265880;259512;457428;142105;178635;86038;70601;1749265;57623;62117;61391;53339;61447;50680;50384;39581;289454;42953;46096;0;0;0;40152;47380;36315;0;160318;48819;73226;189745;0;82251;264634;162267;0;0;0;0;486994;0;0;0;82509;542630;1345501;235987;0;0;66506;64471;0;0;0;0;183453;182850;405977;216745;505747;357727;222131;0;0;0;0;0;0;0;260133;621365;97028;0;0;0;247219;144097;170244;150008;0;0;0;72709;403032;100404;446005;610543;0;0;0;0;0;0;0;85481;74276;271798;0;116407;0;192066;182655;0;0;71761;62976;463314;0;0;0;0;0;0;0;0;0;0;115402;0;0;94211;0;80172;77725;71630;0;68050;0;28691;0;60998;0;167219;0;0;0;65718;0;0;0;0;168446;0;136745;0;0;0;0;0;92363;57352;0;0;0;0;0;59327;0;0;0;0;40315;0;0;71834;0;71891;0;0;0;0;0;70472;0;0;0;118982;0;0;0;104972;0;0;147704;69474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75927;158924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;256642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MdiPc_4;4;FALSE Sample;308806;348797;356732;1293821;366565;814588;397732;749924;1904892;321522;192489;149939;229834;239427;1948465;1082129;1419328;298757;110094;239186;255981;184653;420684;329269;103285;143172;329572;921517;185768;139251;786295;522237;191918;96152;209981;80172;79041;52926;147789;97549;56012;253484;217207;0;112454;133424;27792;104873;150151;58550;123598;32429;101805;90618;218589;609840;114736;93901;116610;0;0;0;0;88764;0;0;141486;544315;104748;302302;302174;534152;196346;215520;103593;77372;316882;70753;76497;119301;117427;101272;85244;63650;64035;0;68989;57668;45292;84036;48930;48652;60970;37690;41345;172937;49319;80699;81239;29393;89694;0;190000;47095;51529;0;34628;0;48179;66853;0;0;200501;537763;156563;39544;37390;84640;81994;0;0;89796;83437;127177;140967;202404;164095;221040;128113;81506;0;0;0;0;0;48885;0;102774;0;0;0;0;46451;0;0;0;89330;0;0;0;63814;114575;0;0;0;0;0;0;0;0;173962;0;0;0;0;0;85747;0;0;0;0;0;0;125451;85367;61110;0;0;37624;0;0;0;0;0;0;0;0;0;86992;0;0;0;0;0;0;0;0;0;0;0;0;176139;0;0;0;0;0;0;296479;0;0;0;0;0;0;0;0;0;0;0;0;0;62657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42546;0;0;0;0;0;0;0;0;0
MdiPs_1;3;FALSE Sample;254007;330506;342080;1273862;334755;759151;290703;708312;1528569;365514;371013;342818;215649;239514;2213943;1198628;1674949;252697;108998;184139;194085;189046;396644;305821;117838;133854;202514;549762;176979;105619;1096886;774283;156193;98309;153070;66716;99930;0;0;107981;59946;276649;256786;46820;0;121200;29211;82351;0;54731;100953;0;93665;113402;249410;479461;129555;169255;90753;0;232469;57788;0;77982;75733;0;106065;2743123;136757;252239;240286;415427;166293;108201;56956;0;1164468;0;0;368452;430331;334042;290943;203280;0;88324;230902;181612;0;0;176954;154818;200568;122213;304232;128796;0;0;108748;94341;0;0;0;345401;353881;0;256160;291269;154810;0;137855;65924;158726;409189;128442;124900;0;0;0;127400;98349;0;316565;104189;103039;256146;132339;173155;225376;144933;139487;114091;112401;136111;67481;333619;130290;179370;321512;0;124980;104192;303170;193095;78373;90488;116315;87582;185081;134877;0;497455;61173;76324;182964;88701;79896;0;150502;0;144985;142237;59109;0;0;162676;0;56929;0;0;0;131790;0;404382;398744;0;60701;83745;0;0;83106;63861;214061;0;46747;0;58891;0;0;122198;0;0;0;44724;0;0;0;72617;0;78071;0;143796;0;0;53392;76878;0;108518;0;0;70343;0;0;0;0;0;67190;0;0;0;58543;43545;0;0;0;164797;0;0;0;0;71879;171098;0;163723;0;0;62420;0;62389;32456;0;0;0;0;0;0;50990;200891;0;0;0;0;0;0;33527;32260;0;0;0;0;0;0;0;0;58367;66635;0;0;208372;65359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112320;0;0;0;0;200600;0;0;0;96003;0;0;0;0;0;0;0;0;67574;0;0;0;0;0;0;0;0;0;0;0;0;36338;0;0;30441;24402;0;0;0;0;0;0;0;0;34510;0;0;0;0;0
MdiPs_2;1;FALSE Sample;294826;345279;374335;1359411;355709;788310;410539;387383;2059130;352290;220244;200127;216193;236354;2310969;1238222;1684383;265389;125262;228292;258166;252690;455912;362453;158710;138175;330858;969084;183326;143965;549219;381471;177503;99707;158833;53280;84038;59965;214349;99104;58606;284237;170227;37406;193744;94156;0;90443;144185;0;613906;85093;0;0;212420;0;134274;107984;102192;97684;221341;64038;94493;0;76884;40563;149299;342527;177432;308054;315801;545071;192984;254935;109208;84155;160755;77385;72329;47769;0;45227;42055;74784;47373;170475;35013;74724;0;99861;0;71921;65956;60148;0;163954;51526;88767;145263;48805;95204;171349;251256;0;0;38443;0;0;45522;82311;39087;0;464324;1191836;219317;0;0;82800;78436;0;0;64470;0;184479;191663;396705;220313;492638;255076;156288;38658;35983;0;42438;39810;0;0;202103;457382;89524;40720;38692;0;0;100075;110958;131984;32337;0;0;71995;240391;73095;313138;453537;34165;0;0;0;0;0;0;64241;71307;190024;0;137531;0;195680;186825;0;0;72349;48162;263185;55031;26889;0;0;0;0;0;0;0;0;92093;0;0;105206;0;0;79949;51644;28535;73810;0;28679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20071;0;0;0;0;0;31613;0;0;0;0;66930;0;0;0;70084;46427;29172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61254;89240;0;45890;55696;0;0;0;0;0;0;0;0;79315;0;0;0;0;0;0;0;166329;0;0;0;0;87002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54813;56094;56684;0;0;0;0;0;0;0
MdiPs_3;4;FALSE Sample;219941;316009;320672;1148558;358700;813399;394339;826007;1984138;336695;168455;131241;221105;231500;1936646;1048440;1426837;265604;107785;265945;281896;198430;414617;314148;105238;139527;349410;983648;176025;154406;479578;310145;168690;101902;216275;79480;92314;54211;152610;98643;56538;242322;158716;48468;81427;100055;27356;91678;0;60151;0;32539;105020;58269;177446;82101;115581;0;118109;0;290362;0;0;78230;71328;0;139925;2518484;127882;318338;310635;550352;242404;249340;112544;85388;927535;77975;76667;121037;116604;110189;87400;59258;67858;99566;66551;54120;46672;97413;47512;47980;61138;37958;45134;189993;52919;86515;106809;0;110159;0;218763;49508;50473;0;0;271005;50362;77888;0;57579;134398;336806;112118;0;38067;95189;92574;0;0;99036;83112;92463;102216;113932;112939;139136;175536;108395;0;0;34955;0;0;48396;39840;141509;93763;0;0;0;43435;0;0;0;108683;0;0;0;0;346856;0;0;0;0;0;0;0;117214;0;0;0;0;0;0;0;0;0;0;0;0;78238;0;247887;0;0;0;36476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
