Fragment_ID;Day;Sample_or_Control;429.1s : 205.143m/z;524.2s : 149.023m/z;524.2s : 223.096m/z;524.2s : 177.055m/z;542.6s : 241.086m/z;542.6s : 209.060m/z;586.1s : 214.162m/z;629.6s : 415.211m/z;689.3s : 291.195m/z;713.4s : 235.169m/z;750.8s : 161.096m/z;750.9s : 277.180m/z;773.8s : 301.141m/z;773.8s : 579.291m/z;773.9s : 279.159m/z;773.9s : 149.023m/z;773.9s : 205.086m/z;835.2s : 199.169m/z;908.9s : 229.216m/z;954.8s : 601.372m/z;954.8s : 657.434m/z;1003.5s : 297.278m/z;1005.0s : 257.247m/z;1005.0s : 239.237m/z;1014.4s : 284.294m/z;1045.4s : 225.257m/z;1057.6s : 363.274m/z;1057.7s : 345.263m/z;524.2s : 245.078m/z;603.8s : 249.133m/z;761.9s : 259.190m/z;761.9s : 185.117m/z;835.2s : 111.117m/z;1037.3s : 298.310m/z;954.7s : 674.461m/z;1004.9s : 395.220m/z;129.8s : 114.091m/z;860.0s : 377.326m/z;284.4s : 163.133m/z;718.2s : 249.185m/z;855.9s : 333.300m/z;567.7s : 113.060m/z;761.9s : 281.172m/z;936.6s : 475.296m/z;918.5s : 256.263m/z;37.7s : 141.959m/z;1050.6s : 756.524m/z;835.1s : 309.203m/z;429.1s : 227.125m/z;629.6s : 432.238m/z;942.1s : 282.279m/z;911.4s : 742.508m/z;542.6s : 263.068m/z;761.9s : 539.354m/z;571.8s : 327.008m/z;961.1s : 315.252m/z;773.8s : 223.096m/z;750.9s : 203.107m/z;773.6s : 873.409m/z;148.5s : 137.107m/z;773.7s : 889.381m/z;1017.5s : 283.263m/z;1024.8s : 310.310m/z;835.0s : 287.222m/z;569.6s : 323.146m/z;912.1s : 747.464m/z;586.0s : 173.136m/z;146.2s : 227.175m/z;284.6s : 430.243m/z;689.4s : 161.096m/z;689.4s : 203.107m/z;689.4s : 276.159m/z;716.6s : 309.206m/z;969.3s : 286.201m/z;1057.6s : 386.290m/z;906.1s : 321.173m/z;267.7s : 453.343m/z;1043.2s : 345.263m/z;689.4s : 197.081m/z;919.9s : 614.482m/z;922.3s : 526.430m/z;918.6s : 658.508m/z;917.2s : 702.534m/z;886.9s : 570.456m/z;1060.6s : 421.261m/z;857.9s : 540.424m/z;915.8s : 746.560m/z;886.1s : 614.483m/z;1057.2s : 501.247m/z;969.3s : 247.154m/z;914.4s : 790.586m/z;884.9s : 658.509m/z;887.6s : 526.430m/z;883.6s : 702.535m/z;918.7s : 641.482m/z;954.8s : 545.310m/z;1014.3s : 421.261m/z;689.5s : 309.206m/z;183.8s : 316.212m/z;882.4s : 746.561m/z;675.5s : 325.201m/z;924.0s : 568.455m/z;1057.7s : 725.539m/z;919.9s : 597.456m/z;921.1s : 553.430m/z;902.2s : 614.483m/z;917.3s : 685.508m/z;146.3s : 453.343m/z;887.9s : 482.404m/z;969.3s : 245.175m/z;901.2s : 658.509m/z;146.2s : 475.325m/z;538.9s : 373.185m/z;567.4s : 387.201m/z;567.4s : 404.227m/z;919.9s : 619.438m/z;903.2s : 570.457m/z;801.4s : 181.086m/z;801.4s : 107.049m/z;912.9s : 834.612m/z;917.2s : 707.488m/z;801.4s : 310.237m/z;923.1s : 482.404m/z;567.4s : 409.183m/z;586.9s : 423.198m/z;731.4s : 299.221m/z;587.0s : 418.243m/z;587.1s : 401.216m/z;688.2s : 147.065m/z;688.2s : 129.055m/z;887.0s : 509.404m/z;900.0s : 702.535m/z;918.6s : 663.464m/z;886.3s : 553.430m/z;881.3s : 790.587m/z;922.1s : 509.404m/z;921.2s : 575.412m/z;688.2s : 259.190m/z;264.3s : 245.138m/z;539.3s : 390.212m/z;885.8s : 597.456m/z;884.9s : 641.482m/z;922.9s : 465.378m/z;565.6s : 343.295m/z;795.9s : 445.279m/z;811.7s : 459.295m/z;688.4s : 281.172m/z;898.9s : 746.561m/z;916.0s : 729.534m/z;922.3s : 531.386m/z;485.4s : 158.154m/z;434.3s : 387.201m/z;796.0s : 467.261m/z;470.5s : 445.243m/z;294.9s : 259.154m/z;884.0s : 685.508m/z;915.8s : 751.516m/z;904.0s : 526.430m/z;923.1s : 487.360m/z;346.3s : 184.115m/z;961.0s : 337.234m/z;887.3s : 465.378m/z;796.1s : 462.305m/z;539.8s : 395.167m/z;448.1s : 431.227m/z;923.6s : 438.378m/z;233.2s : 172.133m/z;886.1s : 619.438m/z;495.3s : 387.201m/z;524.3s : 401.217m/z;1005.1s : 109.101m/z;923.5s : 443.334m/z;954.9s : 679.416m/z;921.3s : 570.456m/z;408.0s : 373.185m/z;801.4s : 149.060m/z;883.0s : 729.535m/z;888.3s : 438.378m/z;773.8s : 613.231m/z;904.5s : 482.404m/z;911.3s : 878.638m/z;887.0s : 575.412m/z;923.1s : 421.352m/z;602.4s : 341.196m/z;884.8s : 663.464m/z;284.4s : 107.070m/z;897.8s : 790.587m/z;689.5s : 332.222m/z;440.0s : 214.180m/z;887.4s : 421.352m/z;936.8s : 283.263m/z;731.7s : 339.214m/z;811.8s : 481.276m/z;880.3s : 834.613m/z;494.0s : 422.238m/z;954.9s : 639.424m/z;912.5s : 675.445m/z;888.6s : 443.334m/z;558.4s : 573.290m/z;902.2s : 597.456m/z;447.6s : 226.180m/z;961.2s : 213.148m/z;954.7s : 713.355m/z;855.3s : 355.282m/z;267.6s : 475.325m/z;888.0s : 487.360m/z;872.8s : 597.456m/z;886.3s : 377.326m/z;773.6s : 891.382m/z;447.6s : 244.191m/z;901.2s : 641.482m/z;773.8s : 890.384m/z;629.5s : 119.086m/z;629.4s : 846.440m/z;586.1s : 345.263m/z;753.5s : 247.154m/z;887.6s : 531.386m/z;487.9s : 459.258m/z;471.5s : 480.280m/z;500.9s : 228.196m/z;900.1s : 685.508m/z;883.3s : 707.490m/z;961.0s : 360.310m/z;45.1s : 132.102m/z;811.9s : 476.321m/z;666.0s : 371.326m/z;870.9s : 685.508m/z;523.9s : 499.105m/z;1057.7s : 517.391m/z;903.3s : 553.430m/z;761.9s : 129.055m/z;914.7s : 773.560m/z;796.1s : 187.097m/z;922.8s : 377.326m/z;491.2s : 179.143m/z;1057.6s : 251.127m/z;914.3s : 795.542m/z;621.4s : 288.289m/z;871.8s : 641.482m/z;881.9s : 773.560m/z;744.7s : 331.248m/z;731.6s : 317.232m/z;494.0s : 427.193m/z;471.7s : 485.235m/z;845.1s : 440.409m/z;872.2s : 658.509m/z;869.4s : 746.561m/z;912.0s : 861.612m/z;688.4s : 241.180m/z;789.6s : 285.170m/z;567.6s : 221.064m/z;288.1s : 201.112m/z;324.7s : 143.070m/z;522.0s : 436.253m/z;773.9s : 306.119m/z;869.7s : 729.534m/z;855.4s : 403.232m/z;731.6s : 655.438m/z;812.3s : 273.206m/z;493.9s : 405.212m/z;576.7s : 587.305m/z;842.4s : 358.368m/z;542.9s : 667.183m/z;806.4s : 284.331m/z;922.4s : 554.461m/z;923.3s : 510.435m/z;517.4s : 419.227m/z;812.2s : 161.081m/z;913.2s : 817.586m/z;910.1s : 438.378m/z;907.5s : 706.451m/z;540.6s : 400.145m/z;1079.8s : 747.464m/z;447.8s : 466.264m/z;64.6s : 141.959m/z;853.8s : 289.273m/z;750.7s : 221.117m/z;524.1s : 467.167m/z;750.7s : 186.567m/z;37.0s : 172.977m/z;57.6s : 158.961m/z;73.4s : 186.956m/z;271.7s : 159.065m/z;502.0s : 225.149m/z;750.8s : 233.190m/z;1045.1s : 155.179m/z;689.4s : 253.143m/z;284.4s : 185.115m/z;426.5s : 405.211m/z;872.0s : 438.378m/z;872.9s : 482.404m/z;872.9s : 526.430m/z;906.3s : 269.247m/z;712.6s : 304.300m/z;858.0s : 399.308m/z;909.3s : 211.205m/z;859.8s : 394.352m/z;961.2s : 651.478m/z;1068.0s : 574.310m/z;689.4s : 331.188m/z;229.6s : 432.280m/z;464.2s : 149.023m/z;229.6s : 415.254m/z;211.1s : 371.228m/z;563.1s : 194.117m/z;871.6s : 421.352m/z;872.7s : 443.334m/z;873.2s : 509.404m/z;452.3s : 419.227m/z;64.5s : 166.086m/z;872.8s : 553.430m/z;872.8s : 465.378m/z;549.4s : 329.174m/z;211.0s : 388.254m/z;246.0s : 459.280m/z;689.5s : 165.055m/z;604.0s : 267.144m/z;586.4s : 191.146m/z;1005.4s : 123.116m/z;896.8s : 834.613m/z;774.0s : 611.230m/z;1052.9s : 122.096m/z;882.1s : 751.516m/z;879.4s : 878.639m/z;1036.9s : 546.487m/z;422.1s : 179.070m/z;1064.0s : 312.325m/z;1070.4s : 765.476m/z;873.1s : 614.482m/z;233.2s : 155.107m/z;872.8s : 570.456m/z;1074.1s : 122.096m/z;867.6s : 790.587m/z;859.3s : 438.378m/z;1057.8s : 689.518m/z;408.3s : 329.174m/z;512.9s : 329.174m/z;290.9s : 360.216m/z
control_d1_2;1;TRUE Sample;270828;335223;340508;1285685;347911;757058;333424;558877;2089261;350501;269727;264104;199613;228389;2560451;1446622;1961478;248142;115066;201836;223575;216436;408529;314930;105470;117882;266652;740924;156597;138262;796989;596172;168304;103974;98161;50410;141767;56998;202495;96976;58709;272226;192985;45569;94849;63902;0;71539;128297;46124;113653;34978;0;80193;347626;0;155959;131025;123756;93439;277519;64435;80235;0;0;0;132487;3604564;227772;305677;304117;535306;225081;148510;80600;72805;1702984;57601;72332;0;0;0;0;76304;36784;211570;0;0;0;0;0;0;73987;0;0;149020;59128;90268;162804;0;85986;0;0;0;0;0;0;455156;61856;0;0;85966;875994;2249548;306779;0;0;0;0;0;0;0;0;210889;207347;815245;267472;898072;319988;209055;62967;0;0;54996;0;0;0;230891;633978;133047;0;0;0;180705;197541;268990;131164;0;0;0;61703;309412;108448;615578;596685;0;0;0;0;0;0;68641;116279;94832;343132;0;73694;0;153282;284142;50662;0;0;0;212753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60612;80699;112966;82220;0;83382;62003.24409;0;0;62322;0;184737;0;0;0;0;0;51819;0;0;175742;0;0;0;0;0;0;0;132431;130200;0;0;0;0;153084;87926;0;36537;0;0;20853;53445;0;100579;0;0;26090;0;0;48162;0;119752;91236;59921;52180;0;67941;42241;0;93775;0;0;137383;57571;0;28430.47902;23920;0;56863;0;71333;42916;0;44594;0;0;0;0;0;0;0;0;28804.07229;0;48528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79975;0;0;0;31167;0;0;0;0;0
control_d1_3;1;TRUE Sample;252702;360245;375672;1400010;275679;632116;283422;419534;1623665;294072;229515;204848;201486;226802;2483158;1410426;1914453;256796;108865;181641;199840;196807;391595;299733;172827;116409;243691;690660;173055;102875;1149725;839396;173207;93872;146135;57786;152418;47948;181458;78295;54307;240929;239955;0;167950;76821;26985;79095;122144;0;379531;82892;0;112570;292418;747997;152906;107145;113106;71974;280129;0;230849;0;0;33391;105364;3508017;162353;254419;250689;434547;239740;146917;71638;63870;2007048;48519;0;88794;61031;81596;79413;37030;0;181868;59840;36695;0;56271;48397;32995;0;28432;31503;133555;35741;0;141772;0;78519;183425;0;33487;0;0;0;440286;0;0;0;88955;696479;1866373;284296;0;0;0;0;0;0;0;0;202608;200810;745497;273173;876236;275766;170110;0;0;0;0;0;0;0;204489;506081;119947;0;0;0;295349;144854;213298;119864;0;0;0;72651;247913;89724;406218;493368;0;0;0;0;0;167808;0;93749;84874;274620;0;95058;0;136639;279728;0;0;0;77472;99949;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86382;103492;74639;0;77649;0;28026;0;56136;0;162875;237049;0;0;70391;0;0;0;0;153419;0;0;0;0;0;0;0;133941;118759;106189;0;0;78591;0;76168;0;0;0;0;0;77867;0;76786;0;0;28956;0;0;0;0;120077;86694;56973;44592;70858;0;0;0;81525;0;48872;142598;0;70570;0;0;0;54769;89554;67240;41572;0;0;0;0;0;0;0;0;0;0;23961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
control_d2_1;2;TRUE Sample;230502;376398;392980;1447249;319058;705650;414933;725258;2202152;324457;121390;90365;202042;207338;1838346;990772;1354937;237018;123193;295956;322067;204369;465452;376178;99569;135967;412604;1133042;177447;147149;943700;668610;154849;90637;228016;66523;149308;49487;205136;92323;51995;279708;228088;43250;83448;91804;30373;80134;0;55357;85764;77855;0;103204;165755;348678;111893;0;0;0;0;0;0;0;0;27198;151246;3435191;171922;345214;340330;605162;193761;284105;125257;94042;1498563;91490;79720;75138;53044;72165;65966;62417;71036;210028;55309;61323;37293;108209;41386;56316;50498;48180;0;203097;60706;101821;161446;38541;139720;195134;298892;0;0;35251;0;406258;0;84681;32803;76654;358904;1171546;241014;0;0;140982;133529;0;0;120327;0;165141;198643;457644;263312;576600;178651;110200;0;29642;0;0;27964;0;0;139173;245508;77323;0;0;0;151094;97363;149188;104139;0;0;0;72304;95991;71250;215416;162906;0;0;0;0;0;116888;0;76212;0;0;0;0;0;161739;355349;0;0;76064;0;0;97749;0;0;0;0;0;0;0;171294;0;0;0;0;0;0;80151;74275;51509;0;93297;0;0;0;0;0;0;101184;0;0;0;0;0;0;0;0;0;229369;0;51521;0;0;0;0;0;0;0;0;53821;0;0;0;0;0;0;0;61669;0;0;0;62318;0;0;0;0;0;81775;0;67967;0;0;0;0;0;0;0;0;171711;86156;142508;0;0;0;0;138178;78993;0;0;0;70407;0;0;170453;84366;0;0;29116.72067;0;28647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
control_d2_2;2;TRUE Sample;219122;268377;292706;1046129;320628;692255;378712;893777;2027991;320352;169351;136056;189010;184591;1449126;762672;1062898;217016;111919;307081;320479;198817;441922;341562;100433;135920;336474;935467;147260;137869;529456;348028;142116;89419;226099;68710;85385;53253;130132;94699;52504;244663;163173;53124;83837;91276;30823;73514;116484;64696;152019;53807;0;0;134818;176951;0;0;0;87632;0;0;0;0;0;0;133676;2521747;162255;323965;323568;544294;180924;231819;100540;79194;1047436;72296;80324;152237;117693;146619;128720;130744;54453;193389;109058;129954;33975;88250;82393;111817;113718;94337;65205;215438;52284;93326;146763;75692;110547;163684;217871;67875;64305;74078;60672;268210;71667;72379;70927;54646;387749;1154306;243528;46841;70634;108451;104805;58401;41864;102424;66133;171867;180189;416126;236879;479763;179583;116308;62138;59871;46998;70202;53650;53298;41925;144933;276721;78901;69877;62949;0;106893;89614;130294;108354;49087;47061;0;0;62095;67711;94876;174893;51942;35830;56667;0;0;73626;52865;68722;55852;59668;0;63806;40379;143648;281827;0;0;0;0;0;80015;38843;0;0;0;38828;40283;0;132493;37772;0;36595;0;0;0;75281;81130;52449;35450;83810;0;0;0;0;31019;0;0;38440;0;0;0;0;0;0;0;29036;188048;71924;62648;0;0;0;0;0;0;26197;31361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77678;0;22803;0;0;63387;0;0;0;0;0;0;0;0;139373;56499;0;0;0;0;0;90351;69095;0;0;0;76262;0;0;67821;0;0;0;0;0;29683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
control_d2_3;2;TRUE Sample;245798;274368;292561;1050633;310798;655643;355747;965838;1891245;286809;161329;124814;180908;158182;1138372;604402;849089;204023;105257;258579;269086;166619;419067;330038;104789;109345;271076;703740;153751;124447;359790;242946;122947;78399;208935;68179;142492;49498;180101;87574;0;252365;128958;52284;86594;79043;31472;73692;118019;65360;0;79601;0;0;0;77496;0;0;0;78319;0;0;0;0;0;0;127082;4122854;187216;300533;306856;519414;165084;162873;75072;73582;1818408;51084;75055;51740;48045;46424;39587;0;35965;208174;0;0;35169;0;0;0;0;0;0;184183;36939;0;160530;0;92842;194225;0;0;0;0;0;516008;0;0;0;93225;429076;1208976;246127;0;0;88245;89706;0;0;92988;0;173409;176081;483329;232558;482518;180508;111689;0;0;0;0;0;0;0;140792;266302;85246;0;0;0;89849;73336;111865;101235;0;0;0;72100;91490;57384;159152;178340;0;0;0;0;0;0;0;55887;62148;63558;0;121064;0;126187;229470;0;0;0;0;0;63590;0;0;0;0;0;0;0;103513;0;0;0;0;109356;0;90221;86493;46095;0;79674;0;0;0;0;0;0;0;0;0;73062;0;0;0;143193;0;0;0;78001;64443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68932;0;0;0;84915;0;0;0;0;0;0;0;0;0;0;0;0;0;100401;0;0;0;0;0;0;0;0;0;0;0;21640.99037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
control_d3_1;3;TRUE Sample;247752;377088;384761;1386536;334218;753786;301003;1022509;1974687;315351;154532;121032;199789;208349;1807593;976773;1300963;250041;110487;227819;245418;219034;413299;338211;222612;142808;252049;673577;181308;112208;515843;352188;165643;96890;185220;75565;89358;79883;187253;102045;53618;262639;158444;46522;182627;0;27560;83841;124308;66103;531659;0;0;0;158008;93569;103883;0;0;0;0;0;99616;0;0;0;109809;3886779;222811;308592;306291;515542;203438;152867;81168;65780;2689798;52301;73478;309129;339506;265492;226840;182740;43716;151257;180443;166044;37828;58178;131411;130358;181189;102452;186401;165132;35282;84114;196024;77239;95936;338819;0;213674;219183;0;153896;501753;131162;0;104764;96751;550048;1530203;276420;102424;0;79663;75416;89599;74975;82161;247014;200493;184470;698407;243312;606607;200286;120303;112083;85890;89005;115926;53676;211795;109040;155706;337196;101615;102033;89153;190372;159324;116213;186031;112601;61518;114245;106616;93244;97309;83167;312114;341082;69271;61705;0;115505;196116;0;111192;86743;74236;162399;129169;245207;52637;220429;228538;0;109016;0;0;0;0;46534;72250;0;0;60841;59622;142916;0;43635;0;44255;0;213284;92710;98291;98199;68784;33399;74242;0;0;62847;0;57931;0;0;0;0;85476;66126;0;79977;219631;0;50037;0;77296;69311;0;0;59462;0;0;103239;43363;35312;0;0;70727;141142;0;0;0;0;0;110718;0;109580;89401;0;42905;0;0;24398;101532;77847;0;0;93226;0;0;130405;0;87626;0;0;0;0;0;24438;0;49537;115269;0;0;82607;0;0;43602;51365;0;68936;132190;56672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25978;0;0;0;0;0;0;0;0;0;100975;0;0;0;0;0;0;0;0
control_d3_2;3;TRUE Sample;328623;398988;415893;1492627;383434;850628;419642;954260;2155889;348894;162469;125106;211407;228812;2006554;1087929;1466116;303356;117329;283605;302023;233896;435710;347044;99618;159817;352572;987210;193276;150948;712999;489280;200379;104198;223324;74616;82995;60801;137548;105542;59096;310655;202208;40081;0;113201;28870;99215;150634;62628;0;0;92543;83054;145461;97814;121106;0;106193;0;268357;0;0;84290;0;0;157848;2632104;120443;346580;324759;604480;245837;255319;109823;84655;1204120;82292;84439;188502;167412;168488;144480;108030;66253;110670;119623;98581;39050;98826;90058;80812;102423;59921;79003;207277;56883;100981;102811;46188;117597;194262;225728;86740;86696;58704;69573;283972;78260;80042;51548;59516;365301;1017617;223373;60781;60857;116245;113419;65021;48573;103516;122617;164160;185621;503881;226394;417994;154112;93787;54466;43422;55650;52244;34169;79588;59582;122352;230025;79081;48080;40718;70953;137570;107713;155809;99351;32292;53283;55492;0;62146;82547;147097;143471;31924;40917;0;55892;0;0;53685;78041;56952;57011;68398;0;32134;89124;175686;0;60951;0;0;0;76615;0;49336;32705;42892;48282;0;0;115279;0;0;0;60125;0;45828;88698;83936;65765;0;0;0;0;42625;0;0;0;0;42872;0;0;0;33987;0;0;0;0;0;74951;68413;0;0;0;0;0;0;0;0;0;0;60593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64502;0;0;0;0;28445;0;0;86792;0;0;0;0;0;0;0;37668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35168;0;0;0;0;0;0
control_d3_3;3;TRUE Sample;339873;365321;354136;1357042;385310;875445;365563;699176;1836615;325203;218979;179937;224407;232325;2162353;1210772;1582816;316891;128057;188669;198862;205527;457380;342569;84143;148811;336061;906001;182519;132773;650903;463742;211078;104725;166001;75741;82676;61773;115286;93905;60801;272284;195080;0;80316;0;27444;102737;154056;56400;91386;38943;104606;69639;226504;82812;133246;102536;119945;73104;313126;64720;0;88213;73257;0;140129;458193;99876;306003;298157;518250;250176;210472;97390;76051;262955;70823;77404;146012;174820;115491;86629;98569;60965;86215;59479;80775;43270;81830;41014;61111;103935;43727;48313;135470;42423;0;0;29604;72356;0;187264;62486;74417;49460;37529;0;87914;70084;38455;0;196018;501516;146450;49505;59630;0;0;0;0;0;137495;113163;118070;306776;133079;177561;110160;70306;52637;0;37173;46346;0;76956;53397;86725;0;0;39993;30711;78446;0;56051;62237;0;0;0;55146;0;69619;0;0;0;0;0;61158;65860;0;0;56202;0;0;0;78104;0;0;0;0;0;71017;0;169393;105250;0;0;59658;36017;47950;0;0;63069;0;0;0;0;0;0;48869;0;0;0;0;0;0;0;50731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45887;46645;39088;0;0;35426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
control_d4_1;4;TRUE Sample;263954;393584;406388;1440855;376698;843898;494233;577703;2330641;377197;152211;116692;223267;257696;2499042;1394046;1848649;328072;126594;263075;288870;260506;461130;366538;84735;157152;436312;1351701;190124;192415;807890;554461;219979;109964;212561;81218;71396;65233;117698;97407;65437;246401;212401;0;0;0;0;103907;131264;48261;117970;0;97273;86876;255381;190504;147432;0;130093;0;356248;65169;0;89326;0;0;178627;424039;113072;369219;355708;636221;308398;345707;153968;102654;199281;126871;84828;194970;194644;179438;142495;100906;106175;0;109434;90294;47122;141901;75965;77648;96443;57690;85525;187790;82972;104985;0;43239;132045;0;396744;98309;101349;61101;70247;0;74603;119104;52285;0;310780;810825;186569;65855;65402;101629;98678;52358;51287;99676;137432;143914;176309;357994;201904;334440;130090;79803;48598;43891;59094;50529;28655;94915;65792;103982;0;70353;47120;38849;87336;0;60249;78871;89736;30789;49123;65716;0;0;48222;68040;0;30221;38424;58322;70519;105331;88880;49302;42053;0;0;84916;0;30891;70742;73347;0;76017;73113;214108;0;70816;0;52835;39009;0;0;0;73747;0;0;0;0;61298;0;48561;0;72907;0;0;0;80649;0;46595;0;0;0;0;44457;0;0;0;0;51361;0;0;0;0;0;0;154090;61821;0;0;0;0;0;0;0;0;0;0;0;0;127585;0;0;0;0;60291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
control_d4_2;4;TRUE Sample;552006;180933;188029;675885;220167;488162;452857;568884;1687823;387391;309434;280829;190963;180397;1295893;715720;950827;117273;119938;146006;153748;237363;478577;374430;96282;180649;278128;854879;122502;157555;409390;268086;75498;116965;132238;81136;131653;82278;299752;125712;72315;0;146594;42394;0;0;0;0;211042;45685;69436;0;0;0;0;0;0;141680;0;63284;0;110900;603735;0;0;0;172228;2302211;93397;276059;271194;484393;99229;186445;102545;84115;948498;65139;67137;269048;309019;227175;188815;156677;47043;105514;146319;135979;41354;74899;104909;110879;159627;87295;139398;0;0;0;0;61927;0;70075;175131;155823;168266;0;107774;230889;125606;61724;83419;54331;406931;995962;222153;89055;0;0;0;68936;64352;0;234523;161365;184467;440054;210326;378810;134196;82529;96469;68589;79293;91640;45281;175867;93144;104244;112916;86157;79493;67894;162624;164200;65492;88235;0;51469;82848;94892;71881;0;53835;62964;129663;50499;51209;109066;112749;105181;0;101266;47367;63088;68584;130507;0;45051;0;0;0;115864;0;299510;0;0;35830;73153;33882;0;54196;52435;131536;0;38083;128287;34640;0;0;83080;0;82796;0;27313;0;0;0;67131;0;46962;0;0;0;0;0;64701;0;76060;185738;0;38992;0;0;0;0;0;51851;0;0;0;31646;29505;0;0;0;110412;29011;0;0;48592;0;43378;0;108927;0;0;33760;89158;38888;0;0;0;0;0;0;0;0;96915;0;0;0;0;0;0;0;0;0;0;0;0;0;71700;0;0;36433;45144;0;0;101607;58056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92153;0;0;0;0;0;0;48754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
control_d4_3;4;TRUE Sample;522923;182473;178869;648949;249919;566322;625636;361887;2295424;378796;125756;100530;186256;170127;1158570;636266;855354;130142;132828;291270;316122;281483;513776;411908;114941;176400;476253;1575754;116347;233320;287609;187190;79796;121044;230881;82100;118547;62404;271181;125982;66952;77301;111102;39950;91919;0;0;0;197894;0;248703;0;0;0;0;131620;0;0;0;0;0;90830;350436;0;0;0;233586;2013140;107877;361440;339547;642030;138397;428131;174382;118946;903028;153252;86441;131088;107326;113546;98823;82557;110071;0;71271;80724;48423;166254;52699;70335;73045;54776;48161;211178;81599;100894;89235;40159;113051;0;484322;52214;53184;45872;40030;194747;54196;140342;42239;43563;241246;759615;185219;43189;47359;125809;120857;36611;0;110136;68967;141309;223372;390626;241401;435164;88928;0;36740;33959;38505;38998;28012;46444;0;0;0;56751;36415;33583;0;0;58017;104688;0;0;0;0;70904;0;48058;0;0;26176;0;0;0;0;0;0;0;0;0;0;0;0;0;54143;66229;0;0;133425;0;91962;0;0;0;0;0;0;0;106843;0;117287;0;0;0;0;0;79538;0;0;0;0;0;0;0;0;0;0;51030;0;0;0;0;0;160385;0;0;0;0;0;222087;90716;0;0;0;0;0;0;0;0;0;0;0;0;157265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48797;0;0;0;0;0;0;0;0;33253;0;97139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73465;0;0;0;47217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71917;0;0;0;0;0;0;0;0;0;0;0
